BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded,Total_Area,Price_per_SQFT,Baths,balcony_encoded,Price_numeric,feature_importance,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Month_x,Year_x,AQI_Bucket_encoded,Year_y,Month_y,Day,Night,DayLimit,NightLimit,StationEncoded,DayExcess,NightExcess,target_price,State_encoded,City_encoded,location_encoded,Property_Type_encoded,Amenities_encoded,Facing_encoded,Owner_Type_encoded,Name_encoded,Property Title_encoded,Price_encoded,Balcony_encoded,Date_x_encoded,Date_y_encoded,furnishing_binary,parking_binary,location_popularity,AQI_normalized,AQI_Bucket_encoded_normalized,environmental_score,size_category_encoded,BHK_Size_in_SqFt_interaction,Baths_BHK_interaction,area_per_bedroom,bath_bedroom_ratio,Price_numeric_log,PM2.5_log,PM10_log,NO_log,NO2_log,NH3_log,SO2_log,AQI_log,location_popularity_log,O3_sqrt
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.3260005180966273,-0.059538963582843,0.2769512392801228,1.0,15000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,15000000.0,1,1,801,2,324,3,3,6214,3492,56,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.52356082573315,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0016722271266773,0.0434499984640986,0.2769512392801228,1.0,18000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,18000000.0,1,1,801,2,324,3,3,7911,4881,86,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.705882371415992,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.3796543526028431,-0.0634137958182725,0.2769512392801228,1.0,7100000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,7100000.0,1,1,801,2,324,3,3,1271,1611,756,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.775605482856605,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.1588863327594365,-0.0721831529826656,0.2769512392801228,0.0,9000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,9000000.0,1,1,801,2,324,3,3,1271,1611,856,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.012735246411598,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.1990259727309649,-0.0778934320664564,0.2769512392801228,0.0,8300000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8300000.0,1,1,801,2,324,3,3,1271,2731,814,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.931766193248746,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.5522548044804155,-0.0819722028405927,-0.8363712854187215,1.0,4700000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,4700000.0,1,1,801,2,324,3,3,1271,46,549,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.363073279446223,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0819515070697342,-0.0350663389380252,0.2769512392801228,0.0,14000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,14000000.0,1,1,801,2,324,3,3,8560,3492,46,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.454567959008102,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0016722271266773,-0.0821761413792995,0.2769512392801228,0.0,10000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,10000000.0,1,1,801,2,324,3,3,1271,3492,2,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.118095750958314,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,2.650888465247556,-0.1370356082914328,2.503596288677812,1.0,23000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,23000000.0,1,1,802,2,324,3,3,1272,5842,202,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.951004817371683,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,1.8480956658169867,-0.1823099638843459,3.616918813376656,1.0,10000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,10000000.0,1,1,802,2,324,3,3,1272,6287,2,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.118095750958314,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.2391656127024934,-0.1186811398078195,0.2769512392801228,1.0,5900000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5900000.0,1,1,803,2,324,3,3,598,1612,663,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.59046307836746,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.2391656127024934,-0.1186811398078195,0.2769512392801228,0.0,5900000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5900000.0,1,1,803,2,324,3,3,7019,1612,663,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.59046307836746,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.2391656127024934,0.1280844920274269,0.2769512392801228,1.0,18000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,18000000.0,1,1,803,2,324,3,3,1273,2732,86,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.705882371415992,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0570649302873866,-0.1347922843656579,0.2769512392801228,0.0,7000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,7000000.0,1,1,803,2,324,3,3,2164,3493,752,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.76142084987672,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.1678503366088052,-0.0968597161661902,0.2769512392801228,0.0,10500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,10500000.0,1,1,803,2,324,3,3,5549,3493,8,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.166885910365842,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.2425100669558481,-0.0158961162995846,0.2769512392801228,0.0,17500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,17500000.0,1,1,803,2,324,3,3,1273,2732,81,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.677711496036597,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6807016523893066,-0.1574294621621144,-0.8363712854187215,1.0,1800000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,1800000.0,1,1,803,2,324,3,3,1273,2732,166,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.403297778421795,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.7241857466141898,-0.1323450219011761,1.390273763978967,1.0,11500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,11500000.0,1,1,803,2,324,3,3,1273,4294,20,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.257857680289998,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.7241857466141898,-0.1584491548556485,1.390273763978967,1.0,8700000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8700000.0,1,1,804,2,324,3,3,1274,6084,828,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.978833698567334,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.0786070528163795,-0.1539625070040985,0.2769512392801228,1.0,5000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5000000.0,1,1,805,2,324,3,3,1275,3094,597,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.424948670398354,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.4398638125601358,-0.1050172577144629,-0.8363712854187215,1.0,4930000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,4930000.0,1,1,806,2,324,3,3,1276,2733,567,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.41084974885861,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.4398638125601358,-0.1166417544207513,-0.8363712854187215,1.0,4500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,4500000.0,1,1,806,2,324,3,3,1276,2733,540,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.319588176962746,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.3788515598034125,-0.0809525101470586,0.2769512392801228,1.0,6400000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,6400000.0,1,1,807,2,324,3,3,8287,1943,713,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.671808704579888,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.2391656127024934,-0.1717051598715915,0.2769512392801228,1.0,3300000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,3300000.0,1,1,808,2,324,3,3,1277,1947,406,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.009433329466965,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.0786070528163795,-0.0146724850673437,0.2769512392801228,1.0,13200000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,13200000.0,1,1,809,2,324,3,3,1278,3400,38,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.395727463314174,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.9650235864433604,-0.0758540466793883,1.390273763978967,1.0,20000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,20000000.0,1,1,810,2,324,3,3,1279,1470,182,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.811242881518265,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.3067334909102936,-0.1176614471142854,0.2769512392801228,1.0,10000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,10000000.0,1,1,811,2,324,3,3,1280,3851,2,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.118095750958314,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.5000732725174285,-0.1484561664590145,-0.8363712854187215,1.0,3000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,3000000.0,1,1,811,2,324,3,3,9717,2097,382,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.914123179965662,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.0786070528163795,-0.1217402178884217,0.2769512392801228,1.0,6900000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,6900000.0,1,1,812,2,324,3,3,728,1883,732,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.747032114495013,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.118746692787908,-0.1502916133073759,0.2769512392801228,0.0,5000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5000000.0,1,1,812,2,324,3,3,4776,1883,597,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.424948670398354,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.0786070528163795,-0.0946163922404153,0.2769512392801228,1.0,8500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8500000.0,1,1,813,2,324,3,3,1281,2940,823,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.955576839107596,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0016722271266773,-0.0978794088597243,0.2769512392801228,0.0,9000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,9000000.0,1,1,814,2,324,3,3,1282,4527,856,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.012735246411598,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.1622307870127912,-0.1233717261980762,0.2769512392801228,0.0,8500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8500000.0,1,1,814,2,324,3,3,1282,4527,823,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.955576839107596,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6204921924320139,-0.1729287911038323,-0.8363712854187215,0.0,1700000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,1700000.0,1,1,814,2,324,3,3,1282,4527,158,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.346139397261565,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
